trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
214,False,"{'a': 0.8, 'e': 0.3420891339682016}",25,3,-8.523291066115126,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.3403786882983606}",20,6,-18.66729705732116,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.3386767948568688}",35,18,-29.12439310898941,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.33698341088258443}",35,14,-57.34651904037414,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
218,False,"{'a': 0.8, 'e': 0.3352984938281715}",25,10,-20.21128716288409,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.8, 'e': 0.33362200135903064}",30,0,16.03359622678778,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
220,False,"{'a': 0.8, 'e': 0.33195389135223546}",30,19,-8.403513681684165,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.3302941218954743}",20,4,-31.32080620621874,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.8, 'e': 0.32864265128599696}",20,1,-8.751385870466272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.8, 'e': 0.326999438029567}",20,14,10.161706474543259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.3253644408394192}",25,13,10.990442212737985,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.3237376186352221}",30,2,25.9728416416921,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.322118930542046}",20,14,11.967819203723064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.32050833588933575}",20,7,-68.77242116493586,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
228,False,"{'a': 0.8, 'e': 0.31890579420988907}",25,5,13.831333126693579,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.3173112652388396}",20,6,3.72538214773743,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.3157247089126454}",20,0,19.265126852594403,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.8, 'e': 0.3141460853680822}",35,24,5.799063135204964,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.3125753549412418}",20,0,-5.4084807695382375,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.8, 'e': 0.31101247816653554}",25,10,-13.431588243232866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.8, 'e': 0.30945741577570285}",20,12,-9.127743387765886,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.3079101286968243}",20,13,-2.9698138516894277,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.3063705780533402}",25,3,34.81996401528795,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.30483872516307353}",20,10,-43.76525313139802,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
238,False,"{'a': 0.8, 'e': 0.3033145315372582}",20,16,5.669057663734345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.3017979588795719}",25,8,14.59392382674135,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.30028896908517405}",20,14,5.1453888087289315,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.2987875242397482}",20,15,9.146593449331943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.29729358661854943}",20,0,-2.2452037115056074,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.8, 'e': 0.29580711868545667}",20,0,-7.693003050423831,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
244,False,"{'a': 0.8, 'e': 0.2943280830920294}",25,14,-2.721331135715777,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.29285644267656924}",35,0,-25.316426310817988,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
246,False,"{'a': 0.8, 'e': 0.2913921604631864}",25,0,29.40555552658591,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.8, 'e': 0.28993519966087045}",25,11,18.283314914067912,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.2884855236625661}",30,8,26.74775729781093,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.28704309604425327}",25,13,6.604654047750735,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.285607880564032}",30,0,-15.522218393036695,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
251,False,"{'a': 0.8, 'e': 0.28417984116121187}",20,15,2.8596977207611536,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.2827589419554058}",30,17,21.578039375520223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.28134514724562876}",25,18,-25.886237547177977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.8, 'e': 0.2799384215094006}",20,13,13.14988405779398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.27853872940185365}",20,0,-46.81895680297079,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
256,False,"{'a': 0.8, 'e': 0.27714603575484437}",20,6,-9.150996178322785,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.2757603055760701}",20,9,0.31516926155018776,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.2743815040481898}",25,14,-5.016192211869372,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.2730095965279488}",20,8,-17.37984974462964,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.27164454854530906}",20,8,-3.1938131980967395,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.2702863258025825}",20,14,12.855833589350777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.2689348941735696}",20,5,9.812658597007644,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.26759021970270175}",35,17,16.428334527153684,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.2662522686041882}",20,13,-2.0897419459551916,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.2649210072611673}",30,12,-44.97638885072639,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
266,False,"{'a': 0.8, 'e': 0.26359640222486147}",30,16,0.3187787997933136,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.26227842021373715}",25,8,6.7798152365397275,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.2609670281126685}",20,12,3.622557938796981,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.25966219297210513}",20,10,12.835588864374252,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.2583638820072446}",25,2,25.89090383594926,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.2570720625972084}",20,0,-4.536008875718167,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.8, 'e': 0.25578670228422234}",20,0,-2.2992168898256864,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.8, 'e': 0.25450776877280124}",20,0,28.27344757118032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.8, 'e': 0.2532352299289372}",35,18,22.71898165405051,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.2519690537792925}",30,19,8.618140233164704,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.2507092085103961}",20,13,14.148539901226625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.2494556624678441}",20,13,11.393193818392799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.24820838415550486}",20,16,7.342396773196631,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.24696734223472733}",20,13,2.6173468861172253,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.2457325055235537}",25,11,20.86958708652163,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.24450384299593592}",25,5,-39.68818909432826,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
282,False,"{'a': 0.8, 'e': 0.24328132378095624}",30,20,19.496303609382764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.24206491716205145}",20,12,2.8416469953354966,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.2408545925762412}",25,14,16.0399361533434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.23965031961336}",25,3,22.76143110969454,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.2384520680152932}",30,0,-10.78188052743342,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
287,False,"{'a': 0.8, 'e': 0.23725980767521673}",35,15,-109.82035862636413,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",1
288,False,"{'a': 0.8, 'e': 0.23607350863684065}",30,15,-17.801771434836624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.8, 'e': 0.23489314109365644}",20,12,16.123947717107566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.23371867538818816}",20,8,4.18747575532321,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.23255008201124722}",25,6,-24.860113105814776,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.8, 'e': 0.231387331601191}",25,0,32.536227680514244,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.8, 'e': 0.23023039494318503}",20,11,15.22426406947553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.2290792429684691}",30,17,21.262765779338068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.22793384675362674}",30,21,16.12330238053022,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.22679417751985861}",30,13,25.514374999348565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.22566020663225933}",20,0,0.027865422513985827,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
298,False,"{'a': 0.8, 'e': 0.22453190559909803}",25,0,12.086607531387688,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
299,False,"{'a': 0.8, 'e': 0.22340924607110255}",35,15,-24.721343653924507,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.8, 'e': 0.22229219984074702}",20,2,-32.26095244425929,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.8, 'e': 0.2211807388415433}",30,7,10.018225121224454,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.22007483514733558}",25,0,24.480523974403617,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.8, 'e': 0.2189744609715989}",30,0,-69.83517188879546,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
304,False,"{'a': 0.8, 'e': 0.2178795886667409}",25,0,19.353092659699712,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
305,False,"{'a': 0.8, 'e': 0.2167901907234072}",25,10,13.38185764936814,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.21570623976979014}",20,0,2.3591583928228523,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
307,False,"{'a': 0.8, 'e': 0.21462770857094118}",25,18,13.128699164457998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.21355457002808648}",25,0,29.614785334319254,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.8, 'e': 0.21248679717794605}",20,16,10.478084428124564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.21142436319205632}",25,10,-26.31464445522277,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.8, 'e': 0.21036724137609603}",25,2,39.455577447716564,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.20931540516921554}",25,4,21.387587516655394,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 0.20826882814336947}",25,9,-43.66345190737089,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
314,False,"{'a': 0.8, 'e': 0.20722748400265262}",25,1,35.457377018754904,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.20619134658263935}",25,3,-33.93605247250952,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
316,False,"{'a': 0.8, 'e': 0.20516038984972615}",25,12,22.827767062252576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.2041345879004775}",35,15,1.2196747357675264,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.2031139149609751}",25,6,18.584972570566233,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.20209834538617025}",25,18,3.3171096885610716,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 0.2010878536592394}",20,8,23.7394562281561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.2000824143909432}",30,11,33.5715770760787,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.19908200231898848}",25,11,-16.071542825587656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.8, 'e': 0.19808659230739353}",25,0,-72.29166307078425,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
324,False,"{'a': 0.8, 'e': 0.19709615934585656}",25,19,6.176378694608488,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.19611067854912728}",20,9,18.538164937072537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.19513012515638165}",30,2,-0.08602047975394211,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.19415447453059972}",25,5,-20.482913521387886,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.19318370215794672}",25,15,18.142045647884263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.192217783647157}",20,13,13.881163941147555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.1912566947289212}",25,20,8.838250167833529,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.1903004112552766}",30,22,14.60898936813827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.18934890919900021}",25,0,27.522745784029684,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.8, 'e': 0.18840216465300522}",30,13,23.0511780527987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.18746015382974018}",25,13,0.39449763115006964,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.1865228530605915}",30,12,32.76872004653349,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.18559023879528855}",30,12,30.60374979426893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.8, 'e': 0.1846622876013121}",30,18,-32.54609851784498,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.8, 'e': 0.18373897616330553}",20,4,4.121040360331069,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.182820281282489}",20,3,26.299040877258065,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.18190617987607657}",20,8,23.541889144615844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.18099664897669618}",20,9,-32.873185094585594,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.8, 'e': 0.1800916657318127}",25,8,4.2961588814580045,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.17919120740315364}",30,16,27.917037017017584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.17829525136613786}",30,12,21.9915708257014,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.17740377510930716}",25,10,-31.366001217738734,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.8, 'e': 0.17651675623376062}",25,14,20.503526305176088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.8, 'e': 0.1756341724525918}",30,10,-18.134628753550558,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.8, 'e': 0.17475600159032884}",25,7,14.042510371922491,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.17388222158237718}",20,6,15.756173662620519,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.8, 'e': 0.1730128104744653}",25,0,-50.903309768042796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
351,False,"{'a': 0.8, 'e': 0.17214774642209296}",20,13,14.346629570691361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.8, 'e': 0.1712870076899825}",20,12,-28.128158567963624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.8, 'e': 0.17043057265153258}",35,11,12.705250627789894,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.8, 'e': 0.16957841978827493}",30,19,14.83698693608563,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.16873052768933355}",20,16,6.571222886949567,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.8, 'e': 0.1678868750508869}",35,22,18.70982920677817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.8, 'e': 0.16704744067563246}",20,13,3.161284626739632,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 0.1662122034722543}",20,16,8.464522320771177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.16538114245489302}",30,20,13.986360247736311,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.8, 'e': 0.16455423674261854}",30,12,19.297959830948002,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.16373146555890544}",25,17,17.075429510949387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.16291280823111093}",25,13,22.233499632212343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 0.16209824418995536}",25,10,-1.6845453883890125,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.16128775296900558}",35,23,12.846325053232972,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.16048131420416054}",20,11,-38.56649469839074,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.8, 'e': 0.15967890763313974}",20,3,-14.481272801929212,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
367,False,"{'a': 0.8, 'e': 0.15888051309497406}",20,13,12.026522938977998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 0.1580861105294992}",20,14,10.659395960997399,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.8, 'e': 0.1572956799768517}",25,3,15.170899163962256,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.8, 'e': 0.15650920157696743}",25,0,31.907450408908936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.8, 'e': 0.1557266555690826}",25,20,6.850116077944298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.8, 'e': 0.1549480222912372}",20,16,8.344029315192238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8, 'e': 0.15417328217978102}",25,14,21.51126603771318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 0.1534024157688821}",25,18,13.808343544735475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.8, 'e': 0.1526354036900377}",25,11,25.673812905600776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 0.1518722266715875}",25,6,22.298031661552663,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.8, 'e': 0.15111286553822956}",20,7,24.13002791406828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.8, 'e': 0.15035730121053842}",30,19,20.05653093884089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.8, 'e': 0.14960551470448571}",25,7,7.262244201994545,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.8, 'e': 0.14885748713096328}",25,17,-27.843251799056706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.8, 'e': 0.14811319969530845}",25,18,13.053914953637529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 0.1473726336968319}",30,16,26.957686269146482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.8, 'e': 0.14663577052834775}",25,11,-0.23000477039695855,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.8, 'e': 0.14590259167570602}",25,13,21.78072722627313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.8, 'e': 0.1451730787173275}",20,0,-10.059898181617688,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
386,False,"{'a': 0.8, 'e': 0.14444721332374086}",20,15,10.0415878531125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.8, 'e': 0.14372497725712216}",20,0,11.573589839037604,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
388,False,"{'a': 0.8, 'e': 0.14300635237083656}",20,6,16.685886664222004,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.8, 'e': 0.14229132060898236}",25,18,13.115462322243541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.8, 'e': 0.14157986400593744}",20,11,-7.541812574504528,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
391,False,"{'a': 0.8, 'e': 0.14087196468590776}",20,9,19.32818416026024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.8, 'e': 0.14016760486247823}",20,4,15.142108517854282,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 0.13946676683816583}",20,2,31.828787452823967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.8, 'e': 0.138769433003975}",25,8,16.515508117953406,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.8, 'e': 0.13807558583895513}",35,15,24.39437726548474,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 0.13738520790976036}",20,2,27.32168107770333,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.8, 'e': 0.13669828187021155}",30,23,12.666729761953313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.8, 'e': 0.13601479046086049}",25,0,29.810183984906924,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
